system:index,NDVI,Soil_Moisture,VH,VV,.geo
2046,0.23132406,6.626297,-16.489024444039643,-8.853023520561951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,14.956949480590032]}"
2047,0.21968366,6.626297,-17.10352642205001,-9.72857696524068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,14.956949480590032]}"
2048,0.1618536,5.990079,-20.788004783413925,-12.963573726351544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,14.956949480590032]}"
2049,0.19990626,6.4487233,-17.809122301668115,-10.247129954385025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,14.956949480590032]}"
2050,0.21132167,6.4487233,-18.04084391657591,-10.327178393054954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,14.956949480590032]}"
2051,0.32963842,5.8697186,-18.06923952331266,-9.97046118475969,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,14.956949480590032]}"
2052,0.21235324,6.6284475,-19.528934217481527,-9.87266456700734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,14.956949480590032]}"
2053,0.23715848,6.6284475,-18.990141677111083,-11.359543150895206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,14.956949480590032]}"
2054,0.1926187,5.2422915,-17.05480681546343,-10.054235652281267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,14.956949480590032]}"
2055,0.32500568,5.2422915,-17.052864397302034,-10.694262649932767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,14.956949480590032]}"
2056,0.36313206,5.903721,-17.03647631800597,-10.50814722245061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,14.956949480590032]}"
2057,0.16944364,5.785028,-19.79160500795776,-11.053245993852766,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,14.956949480590032]}"
2058,0.26137662,5.785028,-16.85577904857595,-10.070237257055915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,14.956949480590032]}"
2059,0.22142681,6.8965893,-15.545203573159084,-9.163258723406596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,14.956949480590032]}"
2060,0.2556818,7.7911763,-17.053132803194135,-10.610454111585232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,14.956949480590032]}"
2061,0.18274744,7.7911763,-19.27176244354912,-10.921291670470683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,14.956949480590032]}"
2062,0.18809272,9.445412,-19.907713194372164,-11.993705521850677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,14.956949480590032]}"
2063,0.20451693,8.602099,-17.34056436162102,-10.12471348039268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,14.956949480590032]}"
2064,0.1935405,8.602099,-17.429765545554435,-10.538201192217436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,14.956949480590032]}"
2065,0.21627408,7.783964,-18.638982372137487,-10.313377899838425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,14.956949480590032]}"
2066,0.2467052,7.783964,-18.98856805149146,-10.425852211134853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,14.956949480590032]}"
2067,0.20079637,7.9147415,-20.8064832665347,-11.050865556370699,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,14.956949480590032]}"
2068,0.48170277,8.308696,-16.481771408529784,-8.730511624588607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,14.956949480590032]}"
2069,0.49448124,8.308696,-12.62965911051041,-5.194697586166157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,14.956949480590032]}"
2070,0.41472867,7.9664288,-13.3786522619773,-6.1222942319969285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,14.956949480590032]}"
2071,0.2709972,8.373043,-17.025909325931085,-9.691873753033068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,14.956949480590032]}"
2072,0.7633354,15.224901,-11.217642439034467,-4.542843723783628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.06609517565454,15.046781009001984]}"
2073,0.67261755,15.29108,-14.68446123660896,-8.091487696345354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,15.046781009001984]}"
2074,0.5889902,15.29108,-13.354497642316417,-6.634219526364398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,15.046781009001984]}"
2075,0.7737807,15.28421,-13.374153057644817,-6.628330782978345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,15.046781009001984]}"
2076,0.73163897,14.0982275,-13.246410292672753,-6.307899545503985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,15.046781009001984]}"
2077,0.72299683,14.0982275,-13.24636298775881,-6.436241964996433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,15.046781009001984]}"
2078,0.4091509,13.196196,-14.586983267711954,-7.617300416335494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,15.046781009001984]}"
2079,0.6332676,12.507261,-13.772716794730695,-6.997296452088298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,15.046781009001984]}"
2080,0.5987281,12.507261,-13.811777529586141,-6.74112338635241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,15.046781009001984]}"
2081,0.5423866,12.236535,-14.01621772234436,-6.933192774417291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,15.046781009001984]}"
2082,0.50007087,10.6975765,-14.376122206431031,-7.828926601477443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,15.046781009001984]}"
2083,0.4760486,10.6975765,-15.47858372728907,-9.03360550313749,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,15.046781009001984]}"
2084,0.3355445,12.278058,-16.274528643472653,-9.726677837808268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,15.046781009001984]}"
2085,0.35917458,12.278058,-16.238954376836965,-9.104451064670343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,15.046781009001984]}"
2086,0.28556484,8.829693,-16.61479720068195,-9.649347300707852,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,15.046781009001984]}"
2087,0.28411216,7.131392,-16.681873232173132,-9.669198243196778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,15.046781009001984]}"
2088,0.25563326,7.131392,-17.382715770108206,-10.256526743958382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,15.046781009001984]}"
2089,0.262232,7.9904504,-18.646276535660334,-10.714670612020116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,15.046781009001984]}"
2090,0.26020408,7.875082,-17.26780630204943,-9.9944552081984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,15.046781009001984]}"
2091,0.29461756,7.875082,-16.940062919610863,-10.00557901701297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,15.046781009001984]}"
2092,0.34520477,7.931458,-15.564645210658778,-8.920449526188984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,15.046781009001984]}"
2093,0.25707257,7.514885,-17.331620554105385,-9.875641127478726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,15.046781009001984]}"
2094,0.1912507,7.514885,-19.10478246016381,-11.987954353652963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,15.046781009001984]}"
2095,0.1726814,8.082438,-17.58440450252847,-10.842996053195554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,15.046781009001984]}"
2096,0.2659396,8.541283,-17.025098603412854,-9.909305947276028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,15.046781009001984]}"
2097,0.2765857,8.541283,-16.89926291159955,-10.194543138582153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,15.046781009001984]}"
2098,0.18512431,6.693642,-19.08737012901372,-10.636593496762828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,15.046781009001984]}"
2099,0.2974967,6.693642,-15.94253475396462,-8.14846666297952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,15.046781009001984]}"
2100,0.38873452,8.588453,-14.516501479582994,-7.433433077877685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,15.046781009001984]}"
2101,0.20760615,7.708636,-17.22324282122778,-9.493305533514125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,15.046781009001984]}"
2102,0.13664174,7.708636,-17.892567297145497,-10.076433270328444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,15.046781009001984]}"
2103,0.20686889,9.148977,-17.176899010858325,-10.14323215963432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,15.046781009001984]}"
2104,0.19731994,5.6382103,-16.035024464494537,-8.19684339135555,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,15.046781009001984]}"
2105,0.2636004,5.6382103,-17.555769036273468,-8.849624693105257,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,15.046781009001984]}"
2106,0.24231465,6.8518515,-19.298152564629905,-11.40353980064325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,15.046781009001984]}"
2107,0.26889107,6.0872207,-18.80774028998204,-11.53001239834648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,15.046781009001984]}"
2108,0.18253766,6.0872207,-21.270995241307883,-12.201379430298932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,15.046781009001984]}"
2109,0.18942606,5.033974,-21.60312745069955,-12.153463471373364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,15.046781009001984]}"
2110,0.26467302,5.033974,-16.26034454378832,-8.975211180064981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,15.046781009001984]}"
2111,0.20409228,5.677523,-17.244128231112693,-11.022725921812285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,15.046781009001984]}"
2112,0.21031153,6.0856814,-18.054300840032273,-10.663313921893804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,15.046781009001984]}"
2113,0.18450224,6.0856814,-16.482037687342284,-9.310734573743964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,15.046781009001984]}"
2114,0.2322206,7.0150657,-17.069064503991893,-9.626222889254652,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,15.046781009001984]}"
2115,0.24538012,7.754423,-17.97488914424149,-9.389190396528484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,15.046781009001984]}"
2116,0.15752625,7.754423,-15.77399837052698,-9.235294581003702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,15.046781009001984]}"
2117,0.20773481,7.992325,-18.142333523732074,-10.560660621361897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,15.046781009001984]}"
2118,0.3495098,8.229961,-17.4776832064055,-9.175046624027022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,15.046781009001984]}"
2119,0.28877315,8.229961,-15.892818617745508,-9.72312487967569,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,15.046781009001984]}"
2120,0.3079123,7.9590826,-16.971709092792505,-9.33226780883072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,15.046781009001984]}"
2121,0.19923581,7.9590826,-22.012492504227275,-10.3283148862762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,15.046781009001984]}"
2122,0.3642384,8.094825,-17.522597489391188,-9.341566024092485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,15.046781009001984]}"
2123,0.44085434,5.9126053,-15.494184863054826,-8.947290552787397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,15.046781009001984]}"
2124,0.45845032,5.9126053,-14.028519693522428,-6.813793454422429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,15.046781009001984]}"
2125,0.4971815,5.792427,-14.47511589872931,-7.784445338672286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,15.046781009001984]}"
2126,0.3681592,7.6462035,-16.242836859994327,-8.307070818600081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,15.046781009001984]}"
2127,0.69539696,14.935294,-12.643625893002511,-6.164619719477708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.06609517565454,15.136612537413937]}"
2128,0.510699,14.779398,-13.51063948736444,-6.660204443172967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,15.136612537413937]}"
2129,0.74457175,14.779398,-13.392227731220231,-6.793712533080099,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,15.136612537413937]}"
2130,0.7956399,14.876692,-13.000763153335264,-6.172434382931613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,15.136612537413937]}"
2131,0.6635332,14.012174,-13.468765821930976,-6.604582273644402,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,15.136612537413937]}"
2132,0.7228534,14.012174,-12.333933966375136,-5.525562278086545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,15.136612537413937]}"
2133,0.5755001,12.757727,-13.047090750321566,-5.979849371221674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,15.136612537413937]}"
2134,0.58758014,11.914152,-13.630830984502477,-6.637310976671458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,15.136612537413937]}"
2135,0.36951056,11.914152,-18.085186005443276,-11.07448927809717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,15.136612537413937]}"
2136,0.51563704,12.535986,-14.170478424795231,-6.985317181088234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,15.136612537413937]}"
2137,0.40569627,12.197895,-15.593493405191843,-8.956878110083842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,15.136612537413937]}"
2138,0.2912913,12.197895,-15.567952829995523,-9.258207015713143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,15.136612537413937]}"
2139,0.30299473,10.953393,-15.958968167886056,-9.343575796541035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,15.136612537413937]}"
2140,0.35110295,10.953393,-17.574465205048696,-10.50447336440224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,15.136612537413937]}"
2141,0.38434476,11.126181,-17.21883643417474,-10.194962320877991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,15.136612537413937]}"
2142,0.3669144,8.629143,-17.527648846980767,-10.34921135463853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,15.136612537413937]}"
2143,0.31908578,8.629143,-17.731050879334152,-11.223702040723612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,15.136612537413937]}"
2144,0.2054115,7.6972136,-18.32829214310604,-10.956374576797405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,15.136612537413937]}"
2145,0.29968944,7.779134,-16.961253670289032,-9.779035311362213,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,15.136612537413937]}"
2146,0.28750348,7.779134,-17.315050666786945,-10.195163209318594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,15.136612537413937]}"
2147,0.23998092,7.474672,-18.09758559110704,-10.680639941221605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,15.136612537413937]}"
2148,0.36269948,7.15561,-19.53622964819978,-11.552696385512418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,15.136612537413937]}"
2149,0.44134077,7.15561,-19.734378976193923,-11.98507905799861,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,15.136612537413937]}"
2150,0.2533211,7.0521326,-17.221815720585194,-10.320944338258595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,15.136612537413937]}"
2151,0.39666176,5.0708995,-17.164789665931767,-10.698165936967134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,15.136612537413937]}"
2152,0.27262193,5.0708995,-17.54478237693156,-10.41899945267729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,15.136612537413937]}"
2153,0.26212898,8.279585,-17.10283700285091,-9.669272372758876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,15.136612537413937]}"
2154,0.35468528,8.279585,-15.572716339155217,-8.300654656533037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,15.136612537413937]}"
2155,0.26886204,7.309155,-15.331910026014322,-8.128610338079888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,15.136612537413937]}"
2156,0.16223532,7.4128957,-16.489317980692565,-9.200707053394243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,15.136612537413937]}"
2157,0.22928898,7.4128957,-16.296905297279533,-9.449694768319825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,15.136612537413937]}"
2158,0.17750074,7.6942024,-20.352658158947502,-12.424757788732192,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,15.136612537413937]}"
2159,0.17112052,6.2578216,-14.857000659058347,-3.445919155240427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,15.136612537413937]}"
2160,0.23567514,6.2578216,-18.85607227101814,-9.888632325677992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,15.136612537413937]}"
2161,0.15277281,6.2895694,-22.315437412924453,-12.167564907226268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,15.136612537413937]}"
2162,0.25830367,6.028406,-15.871778215820996,-9.726037584226972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,15.136612537413937]}"
2163,0.25774795,6.028406,-19.95887735476099,-11.02938488424552,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,15.136612537413937]}"
2164,0.15611298,5.09138,-18.989327871614073,-11.354800644747186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,15.136612537413937]}"
2165,0.20367534,5.09138,-16.742674191333087,-10.060370470479274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,15.136612537413937]}"
2166,0.24837185,5.049057,-17.6988484575968,-11.339699682809204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,15.136612537413937]}"
2167,0.21929422,5.960688,-16.3237395909186,-9.575675058052093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,15.136612537413937]}"
2168,0.19471301,5.960688,-15.939193245676185,-9.08045023121151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,15.136612537413937]}"
2169,0.22904722,7.6370645,-17.025553376858866,-9.831047529325755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,15.136612537413937]}"
2170,0.22289157,8.207673,-17.565174006611752,-10.98154776260367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,15.136612537413937]}"
2171,0.1641995,8.207673,-17.8691460396766,-10.576687219598416,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,15.136612537413937]}"
2172,0.22834645,8.789649,-15.445719901995034,-6.874696584394036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,15.136612537413937]}"
2173,0.4366266,8.079024,-16.218907651878013,-8.05613999365209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,15.136612537413937]}"
2174,0.32847503,8.079024,-18.00405682087247,-10.212095747279177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,15.136612537413937]}"
2175,0.21524896,7.9263043,-21.132254542386683,-9.48125410940261,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,15.136612537413937]}"
2176,0.34284177,7.9263043,-19.59111616519728,-10.19591472059355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,15.136612537413937]}"
2177,0.3625832,7.6701503,-16.604486999173663,-8.260444246380215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,15.136612537413937]}"
2178,0.34616473,5.576666,-14.973997055089212,-7.798337279434437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,15.136612537413937]}"
2179,0.47848246,5.576666,-14.220070872814501,-6.515286127574054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,15.136612537413937]}"
2180,0.4930716,6.5009394,-15.291826775209302,-8.713515406342108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,15.136612537413937]}"
2181,0.31603774,7.888164,-16.216128894106284,-9.19904684251096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,15.136612537413937]}"
2182,0.6553889,15.029146,-13.444359140866197,-6.844360380159598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.06609517565454,15.22644406582589]}"
2183,0.51836157,14.558494,-13.561284334523126,-6.22778270654565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,15.22644406582589]}"
2184,0.7229699,14.558494,-11.80670051470551,-4.699427953975217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,15.22644406582589]}"
2185,0.7305666,14.683173,-13.227675872900793,-6.377472857012329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,15.22644406582589]}"
2186,0.75295806,13.452755,-14.348304728964795,-7.327532253848979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,15.22644406582589]}"
2187,-0.0179828,13.452755,-26.128855443145024,-18.1931703190742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,15.22644406582589]}"
2188,0.64404225,11.449814,-13.291861507018691,-5.920243477515308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,15.22644406582589]}"
2189,0.52874815,11.267076,-13.93714716383969,-6.90617296206657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,15.22644406582589]}"
2190,0.5683225,11.267076,-14.42808301974494,-7.29885380259716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,15.22644406582589]}"
2191,0.37985843,10.875745,-15.22889926391603,-8.613228390591171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,15.22644406582589]}"
2192,0.26296338,12.781321,-15.726041003368506,-8.577129655720807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,15.22644406582589]}"
2193,0.5360044,12.781321,-16.39024972956898,-9.320666633179707,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,15.22644406582589]}"
2194,0.23609163,12.442065,-16.599997510298895,-10.028540028963207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,15.22644406582589]}"
2195,0.38548896,12.442065,-17.504935320620742,-10.240613481142983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,15.22644406582589]}"
2196,0.33103248,10.587104,-18.266344027199523,-11.001368157649388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,15.22644406582589]}"
2197,0.408974,10.194029,-18.042655415216345,-10.873758242304362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,15.22644406582589]}"
2198,0.25504905,10.194029,-17.90304982220419,-10.55310426504101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,15.22644406582589]}"
2199,0.27682963,8.444337,-17.482880090200442,-10.721638067455725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,15.22644406582589]}"
2200,0.3466468,8.021823,-15.544476165194947,-8.937593346327795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,15.22644406582589]}"
2201,0.2456924,8.021823,-17.872354311989127,-10.377201632303303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,15.22644406582589]}"
2202,0.291689,7.0198007,-17.9206189064542,-10.79683182527143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,15.22644406582589]}"
2203,0.23764828,7.718899,-17.9239897613921,-10.223288712460299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,15.22644406582589]}"
2204,0.17287363,7.718899,-19.573333812402772,-11.719131236886263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,15.22644406582589]}"
2205,0.43638197,6.958954,-18.242664398260267,-11.114485282920233,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,15.22644406582589]}"
2206,0.16379519,5.3735147,-26.373926663634926,-19.374374673591745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,15.22644406582589]}"
2207,0.06675749,5.3735147,-25.596775713170913,-18.6803626216262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,15.22644406582589]}"
2208,0.32777083,8.157953,-15.449256893950293,-8.719660868112499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,15.22644406582589]}"
2209,0.20882113,8.157953,-16.33070048288612,-9.249323486038406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,15.22644406582589]}"
2210,0.22076961,7.425976,-17.527760033957808,-10.346704747149623,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,15.22644406582589]}"
2211,-0.08031774,7.6215787,-21.61695318671221,-14.168627103528916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,15.22644406582589]}"
2212,0.24704418,7.6215787,-17.96131092388947,-8.906226981102023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,15.22644406582589]}"
2213,0.25187802,7.5309987,-18.33230881605363,-10.340596592080294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,15.22644406582589]}"
2214,0.23393317,6.7345514,-18.539918345142077,-9.994755693577645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,15.22644406582589]}"
2215,0.33916733,6.7345514,-17.204574377433758,-10.203668818187495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,15.22644406582589]}"
2216,0.3567381,5.824325,-18.271052142198943,-10.06059719623545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,15.22644406582589]}"
2217,0.19860627,5.447073,-20.28505183137108,-11.471415269459403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,15.22644406582589]}"
2218,0.30855706,5.447073,-20.986240181440223,-11.650407257736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,15.22644406582589]}"
2219,0.27298343,5.0826635,-17.463027147347415,-9.943626331379917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,15.22644406582589]}"
2220,0.2678688,5.0826635,-16.923815037196505,-10.891201122900755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,15.22644406582589]}"
2221,0.23934563,4.502258,-17.288201079377888,-10.435842561177179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,15.22644406582589]}"
